"departamento","time","dec_pbc","dec_cc","dec_mar","t_iqf","t_iqnf","inc_sol","inc_usd","inc_act","int_tra","int_mic","int_con","det_tra","det_mic","det_con","dec_pbc100","dec_cc100","dec_mar100","t_iqf100","t_iqnf100","inc_sol100","inc_usd100","inc_act100","int_tra100","int_mic100","int_con100","det_tra100","det_mic100","det_con100","pob"
"huanuco","2018","528.53","225.89","7905.94","36213.49","1504.00","8370.00","782358.00","192.00","469.00","40.00","36.00","89.00","38.00","29.00","60.18","25.72","900.24","4123.61","171.26","953.09","89086.64","21.86","53.40","4.55","4.10","10.13","4.33","3.30","878199.00"
"huanuco","2019","1366.23","22.46","8143.41","66197.83","106574.30","6560.00","0.00","295.00","390.00","36.00","41.00","161.00","35.00","40.00","153.66","2.53","915.88","7445.20","11986.30","737.80","0.00","33.18","43.86","4.05","4.61","18.11","3.94","4.50","889134.00"
"huanuco","2020","1467.80","214.79","5519.47","17248593.43","132238.01","5770.00","0.00","273.00","329.00","29.00","26.00","179.00","36.00","22.00","193.06","28.25","725.99","2268754.72","17393.63","758.94","0.00","35.91","43.27","3.81","3.42","23.54","4.74","2.89","760267.00"
"huanuco","2021","3652.85","259.84","4215.73","136435.39","148753.29","81406.80","45900.00","251.00","312.00","15.00","13.00","312.00","15.00","13.00","481.64","34.26","555.86","17989.52","19613.68","10733.79","6052.09","33.10","41.14","1.98","1.71","41.14","1.98","1.71","758416.00"
"huanuco","2022","1273.40","842.60","2941.80","89235.04","406257.00","243995.00","2506.00","283.00","560.00","77.00","50.00","140.00","42.00","20.00","168.61","111.57","389.53","11815.88","53793.70","32308.10","331.83","37.47","74.15","10.20","6.62","18.54","5.56","2.65","755213.00"
"ica","2012","1068.55","276.14","4.25","3054.00","4800.00","52997.00","247.00","119.00","98.00","28.00","129.00","145.00","48.00","149.00","139.69","36.10","0.56","399.24","627.49","6928.18","32.29","15.56","12.81","3.66","16.86","18.96","6.27","19.48","764948.11"
"ica","2013","611.29","153.55","42.86","215908.69","71063.80","461.50","12400.00","0.00","121.00","73.00","193.00","125.00","95.00","250.00","79.15","19.88","5.55","27957.13","9201.76","59.76","1605.63","0.00","15.67","9.45","24.99","16.19","12.30","32.37","772284.81"
"ica","2014","274.65","164.27","175.64","215909.00","0.00","217063.00","0.00","2.00","70.00","66.00","156.00","99.00","105.00","181.00","35.23","21.07","22.53","27691.58","0.00","27839.59","0.00","0.26","8.98","8.46","20.01","12.70","13.47","23.21","779691.89"
"ica","2015","206.67","339.71","31.38","1650.00","25.00","0.00","0.00","0.00","55.00","99.00","174.00","76.00","142.00","200.00","26.25","43.16","3.99","209.61","3.18","0.00","0.00","0.00","6.99","12.58","22.10","9.65","18.04","25.41","787170.00"
"ica","2016","82.98","732.00","833.78","0.00","0.00","97000.50","0.00","9.00","122.00","51.00","144.00","173.00","60.00","164.00","10.44","92.08","104.89","0.00","0.00","12202.56","0.00","1.13","15.35","6.42","18.12","21.76","7.55","20.63","794919.00"
"ica","2017","431.47","280.40","433.41","21269.61","0.00","1540.00","200.00","131.00","192.00","68.00","155.00","192.00","68.00","155.00","53.76","34.94","54.00","2650.06","0.00","191.87","24.92","16.32","23.92","8.47","19.31","23.92","8.47","19.31","802610.00"
"ica","2018","174.24","604.36","824.96","45309.07","18.00","780.00","0.00","32.00","203.00","135.00","218.00","207.00","146.00","204.00","21.51","74.59","101.82","5592.24","2.22","96.27","0.00","3.95","25.06","16.66","26.91","25.55","18.02","25.18","810213.00"
"ica","2019","166.06","448.17","585.26","1784.16","48260.00","1820.00","0.00","12.00","188.00","104.00","128.00","183.00","131.00","143.00","20.30","54.79","71.55","218.12","5900.01","222.50","0.00","1.47","22.98","12.71","15.65","22.37","16.02","17.48","817965.00"
"ica","2020","50.62","260.91","252.24","6210.80","0.00","3967.60","0.00","15.00","112.00","130.00","159.00","184.00","227.00","199.00","5.19","26.76","25.87","636.89","0.00","406.86","0.00","1.54","11.49","13.33","16.30","18.87","23.28","20.41","975182.00"
"ica","2021","171.21","196.78","614.82","15640.00","0.00","178880.00","0.00","5.00","161.00","158.00","139.00","161.00","158.00","139.00","17.15","19.71","61.60","1566.91","0.00","17921.26","0.00","0.50","16.13","15.83","13.93","16.13","15.83","13.93","998144.00"
"ica","2022","128.29","422.43","433.52","5629.00","2400.00","360694.00","100.00","13.00","199.00","193.00","125.00","165.00","190.00","82.00","12.58","41.41","42.50","551.84","235.28","35360.42","9.80","1.27","19.51","18.92","12.25","16.18","18.63","8.04","1020050.00"
"junin","2012","3715.92","215.04","225.12","396435.00","450.00","8357.50","110.00","28.00","140.00","18.00","22.00","167.00","25.00","24.00","280.95","16.26","17.02","29973.58","34.02","631.89","8.32","2.12","10.59","1.36","1.66","12.63","1.89","1.81","1322614.66"
"junin","2013","1779.36","1418.17","1468.03","24000.00","2000.00","24413.90","8232.00","95.00","122.00","21.00","19.00","118.00","20.00","18.00","133.59","106.47","110.22","1801.89","150.16","1832.96","618.05","7.13","9.16","1.58","1.43","8.86","1.50","1.35","1331938.23"
"junin","2014","1509.34","1495.38","311.40","24000.00","70613.00","14644.30","300.00","149.00","198.00","33.00","21.00","84.00","35.00","20.00","112.53","111.49","23.22","1789.27","5264.41","1091.78","22.37","11.11","14.76","2.46","1.57","6.26","2.61","1.49","1341327.52"
"junin","2015","2521.19","300.62","130.10","218395.00","63.00","37432.00","100.00","184.00","261.00","35.00","15.00","96.00","39.00","12.00","186.65","22.26","9.63","16168.03","4.66","2771.13","7.40","13.62","19.32","2.59","1.11","7.11","2.89","0.89","1350783.00"
"junin","2016","1310.47","1330.00","237.94","276511.00","270.00","82890.90","0.00","45.00","199.00","23.00","17.00","127.00","36.00","16.00","96.32","97.76","17.49","20324.13","19.85","6092.65","0.00","3.31","14.63","1.69","1.25","9.33","2.65","1.18","1360506.00"
"junin","2017","1274.09","1678.64","70.20","52361.55","0.00","14410.30","342.00","5.00","127.00","46.00","31.00","127.00","46.00","31.00","92.98","122.50","5.12","3821.25","0.00","1051.64","24.96","0.36","9.27","3.36","2.26","9.27","3.36","2.26","1370274.00"
"junin","2018","2216.15","1110.36","66.31","66853.61","84373.00","15407.30","0.00","67.00","170.00","76.00","27.00","143.00","98.00","47.00","160.60","80.46","4.81","4844.69","6114.26","1116.52","0.00","4.86","12.32","5.51","1.96","10.36","7.10","3.41","1379937.00"
"junin","2019","1326.03","540.80","31.24","95852.00","516605.00","104870.00","1.00","171.00","161.00","30.00","7.00","149.00","32.00","9.00","95.41","38.91","2.25","6896.57","37169.84","7545.42","0.07","12.30","11.58","2.16","0.50","10.72","2.30","0.65","1389850.00"
"junin","2020","2457.67","3049.52","11.39","16656.77","81870.00","17530.00","200.00","67.00","114.00","29.00","12.00","106.00","34.00","13.00","180.52","223.99","0.84","1223.44","6013.37","1287.58","14.69","4.92","8.37","2.13","0.88","7.79","2.50","0.95","1361467.00"
"junin","2021","2421.18","1713.60","15.08","35977.48","242119.50","393934.20","1007.00","118.00","161.00","47.00","8.00","161.00","47.00","8.00","176.86","125.17","1.10","2628.01","17685.83","28775.26","73.56","8.62","11.76","3.43","0.58","11.76","3.43","0.58","1369003.00"
"junin","2022","4450.44","2919.08","46.08","2056.17","364813.10","10086.00","340.00","41.00","241.00","50.00","17.00","145.00","39.00","16.00","323.85","212.42","3.35","149.62","26546.90","733.94","24.74","2.98","17.54","3.64","1.24","10.55","2.84","1.16","1374221.00"
"la libertad","2012","260.62","44.56","193.88","0.00","0.00","0.00","0.00","2.00","83.00","91.00","208.00","131.00","127.00","247.00","14.53","2.48","10.81","0.00","0.00","0.00","0.00","0.11","4.63","5.07","11.60","7.30","7.08","13.77","1793493.11"
"la libertad","2013","53.04","50.12","175.50","110860.00","10693.40","0.00","0.00","5.00","86.00","102.00","303.00","96.00","142.00","335.00","2.92","2.76","9.67","6107.06","589.08","0.00","0.00","0.28","4.74","5.62","16.69","5.29","7.82","18.45","1815276.43"
"la libertad","2014","112.47","6756.08","682.67","110860.00","0.00","0.00","0.00","3.00","121.00","141.00","318.00","169.00","198.00","355.00","6.12","367.71","37.16","6033.77","0.00","0.00","0.00","0.16","6.59","7.67","17.31","9.20","10.78","19.32","1837324.32"
"la libertad","2015","269.21","0.16","1137.88","0.00","125.00","0.00","0.00","280.00","224.00","137.00","460.00","139.00","160.00","478.00","14.48","0.01","61.19","0.00","6.72","0.00","0.00","15.06","12.05","7.37","24.74","7.47","8.60","25.70","1859640.00"
"la libertad","2016","86.75","6.00","462.42","255.00","0.00","80.00","0.00","1.00","259.00","178.00","376.00","264.00","237.00","398.00","4.61","0.32","24.57","13.55","0.00","4.25","0.00","0.05","13.76","9.46","19.97","14.02","12.59","21.14","1882405.00"
"la libertad","2017","50.26","1.73","755.19","16248.00","0.00","3450.00","990.00","2.00","133.00","108.00","182.00","133.00","108.00","182.00","2.64","0.09","39.64","852.78","0.00","181.07","51.96","0.10","6.98","5.67","9.55","6.98","5.67","9.55","1905301.00"
"la libertad","2018","94.16","21.45","2399.96","10134.53","0.00","32462.70","0.00","33.00","178.00","109.00","138.00","187.00","67.00","109.00","4.88","1.11","124.47","525.60","0.00","1683.58","0.00","1.71","9.23","5.65","7.16","9.70","3.47","5.65","1928197.00"
"la libertad","2019","173.90","2759.27","1121.83","325.00","0.00","10099.40","21720.00","14.00","143.00","78.00","75.00","207.00","81.00","79.00","8.89","141.04","57.34","16.61","0.00","516.23","1110.21","0.72","7.31","3.99","3.83","10.58","4.14","4.04","1956389.00"
"la libertad","2020","87.77","0.54","7430.15","0.00","0.00","2150.00","0.00","11.00","168.00","106.00","42.00","194.00","105.00","43.00","8.63","0.05","730.76","0.00","0.00","211.45","0.00","1.08","16.52","10.43","4.13","19.08","10.33","4.23","1016771.00"
"la libertad","2021","145.31","6.75","6541.04","20000.00","0.00","21478.20","5.00","8.00","242.00","130.00","41.00","242.00","130.00","41.00","7.09","0.33","319.31","976.33","0.00","1048.49","0.24","0.39","11.81","6.35","2.00","11.81","6.35","2.00","2048492.00"
"la libertad","2022","99.10","14.64","1095.83","0.00","0.00","4650.00","0.00","5.00","154.00","171.00","78.00","163.00","139.00","55.00","4.77","0.70","52.75","0.00","0.00","223.84","0.00","0.24","7.41","8.23","3.75","7.85","6.69","2.65","2077345.00"
"lambayeque","2012","211.65","12.97","7.99","0.00","0.00","0.00","0.00","0.00","40.00","31.00","8.00","48.00","33.00","6.00","17.20","1.05","0.65","0.00","0.00","0.00","0.00","0.00","3.25","2.52","0.65","3.90","2.68","0.49","1230635.80"
"lambayeque","2013","74.29","84.14","54.19","600.00","0.00","6461.50","0.00","7.00","62.00","45.00","19.00","82.00","39.00","13.00","5.99","6.78","4.37","48.37","0.00","520.85","0.00","0.56","5.00","3.63","1.53","6.61","3.14","1.05","1240560.28"
"lambayeque","2014","29.79","1.13","62.33","600.00","0.00","1264.00","0.00","5.00","80.00","104.00","34.00","92.00","109.00","33.00","2.38","0.09","4.98","47.98","0.00","101.07","0.00","0.40","6.40","8.32","2.72","7.36","8.72","2.64","1250564.80"
"lambayeque","2015","26.65","0.39","465.83","0.00","0.00","1014.30","0.00","7.00","55.00","112.00","27.00","60.00","127.00","28.00","2.11","0.03","36.95","0.00","0.00","80.46","0.00","0.56","4.36","8.88","2.14","4.76","10.07","2.22","1260650.00"
"lambayeque","2016","70.50","12.00","169.74","0.00","0.00","1943.00","200.00","4.00","111.00","109.00","15.00","123.00","120.00","15.00","5.55","0.94","13.36","0.00","0.00","152.90","15.74","0.31","8.73","8.58","1.18","9.68","9.44","1.18","1270794.00"
"lambayeque","2017","29.85","1.88","146.86","0.00","0.00","0.00","0.00","53.00","60.00","100.00","33.00","60.00","100.00","33.00","2.33","0.15","11.47","0.00","0.00","0.00","0.00","4.14","4.68","7.81","2.58","4.68","7.81","2.58","1280788.00"
"lambayeque","2018","39.58","128.94","154.06","0.00","0.00","5075.00","300.00","3.00","77.00","75.00","3.00","73.00","79.00","35.00","3.07","9.99","11.94","0.00","0.00","393.22","23.24","0.23","5.97","5.81","0.23","5.66","6.12","2.71","1290617.00"
"lambayeque","2019","52.90","17.24","62.54","2500.00","0.00","35000.00","47940.00","9.00","86.00","72.00","8.00","112.00","80.00","4.00","4.07","1.33","4.81","192.20","0.00","2690.82","3685.65","0.69","6.61","5.54","0.62","8.61","6.15","0.31","1300720.00"
"lambayeque","2020","75.84","31.50","63.08","175.00","0.00","2264.00","0.00","4.00","64.00","79.00","4.00","83.00","97.00","4.00","5.79","2.40","4.81","13.35","0.00","172.72","0.00","0.31","4.88","6.03","0.31","6.33","7.40","0.31","1310785.00"
"lambayeque","2021","122.37","76.18","613.97","0.00","0.00","162.50","0.00","2.00","112.00","139.00","4.00","112.00","139.00","4.00","9.23","5.75","46.31","0.00","0.00","12.26","0.00","0.15","8.45","10.48","0.30","8.45","10.48","0.30","1325912.00"
"lambayeque","2022","82.32","278.42","213.63","0.00","0.00","5048.00","0.00","12.00","71.00","96.00","5.00","64.00","89.00","8.00","6.15","20.79","15.95","0.00","0.00","377.00","0.00","0.90","5.30","7.17","0.37","4.78","6.65","0.60","1338994.00"
"lima","2012","3334.88","3876.54","719.67","48015.17","150.70","3033.00","22950.00","55.00","1059.00","1436.00","5146.00","811.00","1571.00","5564.00","35.47","41.23","7.65","510.68","1.60","32.26","244.09","0.58","11.26","15.27","54.73","8.63","16.71","59.18","9402137.32"
"lima","2013","923.33","2561.74","882.65","0.00","0.00","795882.70","834146.00","51.00","848.00","1560.00","4425.00","713.00","1776.00","4787.00","9.67","26.84","9.25","0.00","0.00","8337.94","8738.80","0.53","8.88","16.34","46.36","7.47","18.61","50.15","9545317.08"
"lima","2014","1284.64","4183.00","555.91","0.00","4035.00","88229.30","485302.00","105.00","719.00","1771.00","4868.00","653.00","1970.00","5248.00","13.26","43.17","5.74","0.00","41.64","910.46","5007.93","1.08","7.42","18.28","50.23","6.74","20.33","54.16","9690677.23"
"lima","2015","434.09","3064.73","403.37","96653.00","114349.00","351169.50","928541.43","153.00","896.00","2087.00","6366.00","920.00","2519.00","6937.00","4.41","31.15","4.10","982.42","1162.29","3569.43","9438.07","1.56","9.11","21.21","64.71","9.35","25.60","70.51","9838251.00"
"lima","2016","822.46","1765.00","910.46","2879605.00","14195.00","412057.97","335360.00","98.00","1733.00","1586.00","3918.00","1925.00","1942.00","4333.00","8.23","17.67","9.11","28826.70","142.10","4124.96","3357.17","0.98","17.35","15.88","39.22","19.27","19.44","43.38","9989369.00"
"lima","2017","342.78","5604.61","3194.34","41068.46","0.00","89236.29","164678.00","43.00","725.00","2359.00","5062.00","725.00","2359.00","5062.00","3.38","55.26","31.49","404.89","0.00","879.78","1623.56","0.42","7.15","23.26","49.91","7.15","23.26","49.91","10143003.00"
"lima","2018","544.09","4530.80","2393.79","60525.66","2464.50","757130.60","128836.00","74.00","754.00","2444.00","4498.00","721.00","2367.00","4265.00","5.28","44.00","23.24","587.73","23.93","7352.10","1251.06","0.72","7.32","23.73","43.68","7.00","22.98","41.42","10298159.00"
"lima","2019","157.19","2675.54","2162.35","17769.59","11750.00","24785.40","38226.00","87.00","700.00","2332.00","2747.00","739.00","2758.00","2937.00","1.50","25.58","20.68","169.91","112.35","236.99","365.51","0.83","6.69","22.30","26.27","7.07","26.37","28.08","10458367.00"
"lima","2020","319.02","2944.78","3131.25","62025.46","7115.66","627948.98","110133.00","112.00","716.00","2363.00","2424.00","959.00","3099.00","2915.00","3.00","27.71","29.46","583.58","66.95","5908.18","1036.21","1.05","6.74","22.23","22.81","9.02","29.16","27.43","10628470.00"
"lima","2021","1223.83","1956.30","2288.43","79258.17","5570.89","127066.50","32192.00","100.00","1013.00","4425.00","1908.00","1013.00","4425.00","1908.00","11.32","18.09","21.16","732.89","51.51","1174.97","297.68","0.92","9.37","40.92","17.64","9.37","40.92","17.64","10814450.00"
"lima","2022","4638.45","2730.45","3967.86","14692.70","3687.09","110677.00","320124.00","103.00","1072.00","5463.00","2592.00","964.00","4581.00","1651.00","42.22","24.85","36.12","133.74","33.56","1007.44","2913.93","0.94","9.76","49.73","23.59","8.77","41.70","15.03","10986006.00"
"loreto","2012","514.51","396.69","5.25","15658.56","278615.50","17090.00","0.00","204.00","94.00","34.00","53.00","77.00","39.00","60.00","50.86","39.22","0.52","1547.96","27543.13","1689.47","0.00","20.17","9.29","3.36","5.24","7.61","3.86","5.93","1011560.77"
